Kingdom, PhyName, ClaName, OrdName, FamName, GenName, Spcname, SpcInfraepithet, Spcrecid, SpcStatus
Animalia, CHORDATA, AVES, COLUMBIFORMES, COLUMBIDAE, Columba, livia, NULL, 5191, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Coracopsis, nigra, NULL, 5321, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Coracopsis, vasa, NULL, 5322, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Cyanoliseus, patagonus, NULL, 5984, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Cyanoliseus, patagonus, bloxami, 5985, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Cyanoramphus, auriceps, NULL, 5993, A
Animalia, CHORDATA, REPTILIA, SERPENTES, COLUBRIDAE, Cyclagras, gigas, NULL, 6003, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Cyclopsitta, diophthalma, NULL, 6021, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Cyclopsitta, gulielmitertii, NULL, 6023, A
Animalia, CHORDATA, MAMMALIA, ARTIODACTYLA, BOVIDAE, Damaliscus, lunatus, NULL, 6235, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, MUSTELIDAE, Aonyx, capensis, NULL, 1793, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, MUSTELIDAE, Aonyx, capensis, microdon, 1794, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, MUSTELIDAE, Aonyx, cinerea, NULL, 1077, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, trivirgatus, NULL, 1805, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, vociferans, NULL, 1806, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, miconax, NULL, 1802, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, nancymaae, NULL, 1803, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, nigriceps, NULL, 1804, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, azarae, NULL, 1797, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, hershkovitzi, NULL, 1799, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, AOTIDAE, Aotus, lemurinus, NULL, 1801, A
Animalia, CHORDATA, REPTILIA, TESTUDINES, TRIONYCHIDAE, Apalone, spinifera, atra, 1820, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, FELIDAE, Acinonyx, jubatus, NULL, 219, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, mikadoi, NULL, 241, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, baerii, NULL, 244, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, transmontanus, NULL, 234, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, persicus, NULL, 235, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, sinensis, NULL, 236, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, dabryanus, NULL, 231, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, gueldenstaedtii, NULL, 232, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, medirostris, NULL, 233, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, schrenckii, NULL, 228, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, stellatus, NULL, 229, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, sturio, NULL, 230, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, nudiventris, NULL, 225, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, oxyrinchus, NULL, 226, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, ruthenus, NULL, 227, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, brevirostrum, NULL, 222, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, fulvescens, NULL, 223, A
Animalia, CHORDATA, ACTINOPTERYGII, ACIPENSERIFORMES, ACIPENSERIDAE, Acipenser, naccarii, NULL, 224, A
Animalia, CHORDATA, REPTILIA, SERPENTES, BOIDAE, Acrantophis, dumerili, NULL, 282, A
Animalia, CHORDATA, REPTILIA, SERPENTES, BOIDAE, Acrantophis, madagascariensis, NULL, 283, A
Animalia, CHORDATA, AVES, PASSERIFORMES, PARADISAEIDAE, Astrapia, splendidissima, NULL, 2248, A
Animalia, CHORDATA, AVES, PASSERIFORMES, PARADISAEIDAE, Astrapia, stephaniae, NULL, 2249, A
Animalia, CHORDATA, AVES, PASSERIFORMES, PARADISAEIDAE, Astrapia, mayeri, NULL, 2245, A
Animalia, CHORDATA, AVES, PASSERIFORMES, PARADISAEIDAE, Astrapia, nigra, NULL, 2246, A
Animalia, CHORDATA, AVES, PASSERIFORMES, PARADISAEIDAE, Astrapia, rothschildi, NULL, 2247, A
Animalia, CHORDATA, MAMMALIA, ERINACEOMORPHA, ERINACEIDAE, Atelerix, frontalis, NULL, 2274, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, marginatus, NULL, 2282, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, paniscus, NULL, 2283, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, hybridus, NULL, 2284, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, geoffroyi, NULL, 2279, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, geoffroyi, frontatus, 2280, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, geoffroyi, panamensis, 2281, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, belzebuth, NULL, 2276, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, chamek, NULL, 2277, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, ATELIDAE, Ateles, fusciceps, NULL, 2278, A
Animalia, CHORDATA, AMPHIBIA, ANURA, BUFONIDAE, Atelopus, zeteki, NULL, 2302, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Athene, brama, NULL, 2350, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Athene, noctua, NULL, 2351, A
Animalia, CHORDATA, AVES, GALLIFORMES, PHASIANIDAE, Caloperdix, oculeus, NULL, 3625, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, CACATUIDAE, Calyptorhynchus, latirostris, NULL, 3661, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, CACATUIDAE, Calyptorhynchus, banksii, NULL, 3657, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, CACATUIDAE, Calyptorhynchus, baudinii, NULL, 3658, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, CACATUIDAE, Calyptorhynchus, funereus, NULL, 3659, A
Animalia, CHORDATA, REPTILIA, SERPENTES, BOIDAE, Candoia, carinata, NULL, 3742, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, CANIDAE, Canis, lupus, irremotus, 3750, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, CANIDAE, Canis, aureus, NULL, 3744, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, CANIDAE, Canis, lupus, NULL, 3746, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, CANIDAE, Canis, lupus, crassodon, 3749, A
Animalia, CHORDATA, MAMMALIA, CETACEA, NEOBALAENIDAE, Caperea, marginata, NULL, 3778, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, FELIDAE, Caracal, caracal, NULL, 3847, A
Animalia, CHORDATA, ELASMOBRANCHII, LAMNIFORMES, LAMNIDAE, Carcharodon, carcharias, NULL, 3855, A
Animalia, CHORDATA, REPTILIA, TESTUDINES, CHELONIIDAE, Caretta, caretta, NULL, 3897, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, yucatanensis, NULL, 1040, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, viridicauda, NULL, 1037, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, viridifrons, NULL, 1038, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, viridigaster, NULL, 1039, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, tzacatl, NULL, 1034, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, versicolor, NULL, 1035, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, violiceps, NULL, 1036, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, rutila, NULL, 1031, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, saucerrottei, NULL, 1032, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, tobaci, NULL, 1033, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, leucogaster, NULL, 1028, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, luciae, NULL, 1029, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, rosenbergi, NULL, 1030, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, fimbriata, NULL, 1025, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, franciae, NULL, 1026, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, lactea, NULL, 1027, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, cyanocephala, NULL, 1020, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, cyanura, NULL, 1021, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, edward, NULL, 1024, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, chionogaster, NULL, 1017, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, brevirostris, NULL, 1018, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, cyanifrons, NULL, 1019, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, boucardi, NULL, 1014, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, candida, NULL, 1015, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, castaneiventris, NULL, 1016, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, amabilis, NULL, 1011, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, amazilia, NULL, 1012, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Amazilia, beryllina, NULL, 1013, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, xanthops, NULL, 1071, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, festiva, festiva, 1072, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, dufresniana, dufresniana, 1073, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, viridigenalis, NULL, 1068, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, vittata, NULL, 1069, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, xantholora, NULL, 1070, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, ventralis, NULL, 1065, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, versicolor, NULL, 1066, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, vinacea, NULL, 1067, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, pretrei, NULL, 1062, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, rhodocorytha, NULL, 1063, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, tucumana, NULL, 1064, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, mercenaria, NULL, 1059, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, ochrocephala, NULL, 1060, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, oratrix, NULL, 1061, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, imperialis, NULL, 1056, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, kawalli, NULL, 1057, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, leucocephala, NULL, 1058, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, festiva, NULL, 1053, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, finschi, NULL, 1054, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, guildingii, NULL, 1055, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, collaria, NULL, 1050, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, dufresniana, NULL, 1051, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, farinosa, NULL, 1052, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, autumnalis, NULL, 1047, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, barbadensis, NULL, 1048, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, brasiliensis, NULL, 1049, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, amazonica, NULL, 1044, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, arausiaca, NULL, 1045, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, auropalliata, NULL, 1046, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, aestiva, NULL, 1041, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, agilis, NULL, 1042, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Amazona, albifrons, NULL, 1043, A
Animalia, CHORDATA, AVES, PASSERIFORMES, PLOCEIDAE, Amblyospiza, albifrons, NULL, 1084, A
Animalia, CHORDATA, REPTILIA, SAURIA, IGUANIDAE, Amblyrhynchus, cristatus, NULL, 1086, A
Animalia, CHORDATA, AMPHIBIA, CAUDATA, AMBYSTOMATIDAE, Ambystoma, dumerilii, NULL, 1092, A
Animalia, CHORDATA, AMPHIBIA, CAUDATA, AMBYSTOMATIDAE, Ambystoma, lermaense, NULL, 1093, A
Animalia, CHORDATA, AMPHIBIA, CAUDATA, AMBYSTOMATIDAE, Ambystoma, mexicanum, NULL, 1095, A
Animalia, CHORDATA, MAMMALIA, ARTIODACTYLA, BOVIDAE, Ammotragus, lervia, NULL, 1151, A
Animalia, CHORDATA, REPTILIA, TESTUDINES, TRIONYCHIDAE, Amyda, cartilaginea, NULL, 1181, A
Animalia, CHORDATA, AVES, PASSERIFORMES, MUSCICAPIDAE, Amytornis, goyderi, NULL, 1184, A
Animalia, CHORDATA, AVES, PASSERIFORMES, MUSCICAPIDAE, Acrocephalus, rodericanus, NULL, 2678, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Aegolius, ridgwayi, NULL, 538, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Aegolius, acadicus, NULL, 535, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Aegolius, funereus, NULL, 536, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Aegolius, harrisii, NULL, 537, A
Animalia, CHORDATA, AVES, FALCONIFORMES, ACCIPITRIDAE, Aegypius, monachus, NULL, 544, A
Animalia, CHORDATA, AVES, FALCONIFORMES, ACCIPITRIDAE, Hieraaetus, wahlbergi, NULL, 1961, A
Animalia, CHORDATA, ACTINOPTERYGII, OSTEOGLOSSIFORMES, OSTEOGLOSSIDAE, Arapaima, gigas, NULL, 1991, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Chalcopsitta, sintillata, NULL, 4396, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Chalcopsitta, atra, NULL, 4393, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Chalcopsitta, cardinalis, NULL, 4394, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Chalcopsitta, duivenbodei, NULL, 4395, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, toxopei, NULL, 4581, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, wilhelminae, NULL, 4582, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, pulchella, NULL, 4578, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, rubrigularis, NULL, 4579, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, rubronotata, NULL, 4580, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, palmarum, NULL, 4575, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, papou, NULL, 4576, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, placentis, NULL, 4577, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, margarethae, NULL, 4572, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, meeki, NULL, 4573, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, multistriata, NULL, 4574, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, aureicincta, NULL, 4569, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, diadema, NULL, 4570, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, LORIIDAE, Charmosyna, josefinae, NULL, 4571, A
Animalia, CHORDATA, REPTILIA, TESTUDINES, CHELONIIDAE, Chelonia, mydas, NULL, 4615, A
Animalia, CHORDATA, REPTILIA, TESTUDINES, TESTUDINIDAE, Chersina, angulata, NULL, 4623, A
Animalia, CHORDATA, AVES, GRUIFORMES, OTIDIDAE, Chlamydotis, undulata, NULL, 4702, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, weddellii, NULL, 2011, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, nana, astec, 2015, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, solstitialis, NULL, 2008, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, strenua, NULL, 2009, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, wagleri, NULL, 2010, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, mitrata, NULL, 2005, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, nana, NULL, 2006, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, pertinax, NULL, 2007, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, holochlora, NULL, 2002, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, jandaya, NULL, 2003, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, leucophthalma, NULL, 2004, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, erythrogenys, NULL, 1998, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, euops, NULL, 1999, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, finschi, NULL, 2000, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, cactorum, NULL, 1995, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, canicularis, NULL, 1996, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, chloroptera, NULL, 1997, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, acuticaudata, NULL, 1992, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, aurea, NULL, 1993, A
Animalia, CHORDATA, AVES, PSITTACIFORMES, PSITTACIDAE, Aratinga, auricapillus, NULL, 1994, A
Animalia, CHORDATA, AVES, GALLIFORMES, PHASIANIDAE, Arborophila, charltonii, NULL, 2024, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Archilochus, alexandri, NULL, 2046, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Archilochus, colubris, NULL, 2047, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, VIVERRIDAE, Arctictis, binturong, NULL, 2051, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, LORISIDAE, Arctocebus, aureus, NULL, 2053, A
Animalia, CHORDATA, MAMMALIA, PRIMATES, LORISIDAE, Arctocebus, calabarensis, NULL, 2054, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, townsendi, NULL, 2061, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, tropicalis, NULL, 2062, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, gazella, NULL, 2058, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, philippii, NULL, 2059, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, pusillus, NULL, 2060, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, australis, NULL, 2055, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, forsteri, NULL, 2056, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, OTARIIDAE, Arctocephalus, galapagoensis, NULL, 2057, A
Animalia, CHORDATA, AVES, CICONIIFORMES, ARDEIDAE, Ardea, goliath, NULL, 2074, A
Animalia, CHORDATA, AVES, CICONIIFORMES, ARDEIDAE, Ardea, alba, NULL, 4000, A
Animalia, CHORDATA, AVES, GRUIFORMES, OTIDIDAE, Ardeotis, nigriceps, NULL, 2088, A
Animalia, CHORDATA, AVES, GRUIFORMES, OTIDIDAE, Ardeotis, arabs, NULL, 2085, A
Animalia, CHORDATA, AVES, GRUIFORMES, OTIDIDAE, Ardeotis, australis, NULL, 2086, A
Animalia, CHORDATA, AVES, GRUIFORMES, OTIDIDAE, Ardeotis, kori, NULL, 2087, A
Animalia, CHORDATA, AVES, GALLIFORMES, PHASIANIDAE, Argusianus, argus, NULL, 2099, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Asio, otus, NULL, 2169, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Asio, stygius, NULL, 2170, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Asio, capensis, NULL, 2165, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Asio, flammeus, NULL, 2167, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Asio, madagascariensis, NULL, 2168, A
Animalia, CHORDATA, AVES, STRIGIFORMES, STRIGIDAE, Asio, abyssinicus, NULL, 2164, A
Animalia, CHORDATA, REPTILIA, TESTUDINES, TRIONYCHIDAE, Aspideretes, nigricans, NULL, 2173, A
Animalia, CHORDATA, REPTILIA, SERPENTES, PYTHONIDAE, Aspidites, melanocephalus, NULL, 2175, A
Animalia, CHORDATA, REPTILIA, SERPENTES, PYTHONIDAE, Aspidites, ramsayi, NULL, 2176, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthocephala, floriceps, NULL, 1619, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Anthracoceros, marchei, NULL, 1624, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Anthracoceros, montani, NULL, 1625, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Anthracoceros, albirostris, NULL, 1621, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Anthracoceros, coronatus, NULL, 1622, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Anthracoceros, malayanus, NULL, 1623, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthracothorax, viridis, NULL, 1632, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthracothorax, nigricollis, NULL, 1629, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthracothorax, prevostii, NULL, 1630, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthracothorax, viridigula, NULL, 1631, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthracothorax, recurvirostris, NULL, 2442, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthracothorax, dominicus, NULL, 1627, A
Animalia, CHORDATA, AVES, APODIFORMES, TROCHILIDAE, Anthracothorax, mango, NULL, 1628, A
Animalia, CHORDATA, MAMMALIA, ARTIODACTYLA, ANTILOCAPRIDAE, Antilocapra, americana, sonoriensis, 1680, A
Animalia, CHORDATA, MAMMALIA, ARTIODACTYLA, ANTILOCAPRIDAE, Antilocapra, americana, NULL, 1677, A
Animalia, CHORDATA, MAMMALIA, ARTIODACTYLA, ANTILOCAPRIDAE, Antilocapra, americana, mexicana, 1678, A
