ticket_id,taxon_name
11,"Balearica regulorum"
11,"Ovis ammon"
19,"Goniurosaurus"
20,"Cedrela lilloi"
20,"Cedrela odorata"
20,"Leopardus guttulus"
20,"Puma concolor"
21,"Puma concolor"
21,"Herpailurus yagouaroundi"
21,"Caracal aurata"
21,"Crax rubra"
21,"Panthera leo"
21,"Pseudomys fieldi"
21,"Pseudomys fieldi praeconis"
21,"Aonyx capensis microdon"
45,"Psittacus erithacus"
56,"Conolophus subcristatus"
59,"Loxodonta africana"
59,"Loxodonta cyclotis"
64,"Pholidota"
64,"Orestias"
64,"Cyathea crassa"
64,"Cyathea parva"
64,"Rhizanthella slateri"
64,"Cyathea samoensis"
64,"Cyathea arbuscula"
64,"Epidendrum armeniacum"
64,"Coelia guatemalensis"
64,"Brassia allenii"
64,"Brassia keiliana"
64,"Brassia glumacea"
64,"Bifrenaria tetragona"
64,"Broughtonia ortgiesiana"
64,"Cyathea tsaratananensis"
64,"Brassia ocanensis"
64,"Luisia cordatilabia"
64,"Ornithocephalus polyodon"
64,"Odontochilus macranthus"
64,"Specklinia trilobata"
64,"Robiquetia minimiflora"
64,"Neottia microglottis"
64,"Acanthophippium striatum"
64,"Tipularia cunninghamii"
64,"Neottia gaudissartii"
84,"Dactylocnemis"
91,"Hoolock tianxing"
91,"Bunopithecus hoolock"
103,"Moschus moschiferus"
103,"Moschus moschiferus moschiferus"
103,"Capra falconeri megaloceros"
103,"Gazella gazella"
103,"Hyaena brunnea"
110,"Equus zebra"
110,"Achillides chikae"
115,"Echinotriton andersoni"
115,"Goniurosaurus kuroiwae"
120,"Agapornis canus"
120,"Agapornis fischeri"
122,"Elephas maximus"
122,"Mirounga leonina"
166,"Agalychnis lemur"
173,"Anguilla anguilla"
176,"Afzelia africana"
176,"Khaya agboensis"
176,"Khaya euryphylla"
176,"Khaya nyasica"
176,"Pterocarpus albopubescens"
176,"Pterocarpus erinaceus"
176,"Pterocarpus macrocarpus"
177,"Falco peregrinus"
177,"Falco pelegrinoides"
177,"Psittacula intermedia"
177,"Psittacula"
177,"Gopherus morafkai"
177,"Gopherus evgoodei"
177,"Dalbergia cambodiana"
177,"Dalbergia campenonii"
177,"Dalbergia masoalensis"
209,"Acropora abrolhosensis"
209,"Acropora yongei"
209,"Anacropora forbesi"
209,"Anacropora spumosa"
209,"Enigmopora darveliensis"
209,"Leptoseris"
209,"Trachyphyllia geoffroyi"
209,"Turbinolia stephensoni"
210,"Tetracentron sinense"
210,"Widdringtonia whytei"
210,"Afzelia quanzensis"
210,"Dipteryx oleifera"
210,"Khaya nyasica"
210,"Quercus mongolica"
210,"Podocarpus parlatorei"
210,"Fraxinus mandshurica"
210,"Paubrasilia echinata"
215,"Hippopus hippopus"
221,"Carcharhinus falciformis"
221,"Carcharhinus longimanus"
229,"Pterocarpus erinaceus"
237,"Loxodonta africana"
237,"Caiman crocodilus yacare"
237,"Acanthastrea lordhowensis"
237,"Hydnophora exesa"
237,"Polyphyllia talpina"
237,"Goniopora stokesi"
237,"Euphyllia ancora"
237,"Catalaphyllia jardinei"
237,"Euphyllia glabrescens"
        237,"taxon_name"
237,"---------------------------"
237,"Galanthus elwesii"
237,"Hoplobatrachus tigerinus"
237,"Stigmochelys pardalis"
237,"Aloe arborescens"
237,"Acipenser gueldenstaedtii"
237,"Acipenser sturio"
237,"Caiman crocodilus fuscus"
237,"Bubalus arnee"
237,"Balaenoptera acutorostrata"
237,"Bubalus arnee"
237,"Odobenus rosmarus"
237,"Monodon monoceros"
237,"Caiman crocodilus fuscus"
237,"Dicksonia sellowiana"
237,"Gonystylus"
237,"Daboia russelii"
237,"Alligator"
237,"Swietenia macrophylla"
237,"Elephantidae"
237,"Pecari tajacu"
237,"Loxodonta africana"
237,"Caiman crocodilus yacare"
237,"Cyathea arborea"
237,"Rhea americana"
237,"Paphiopedilum wardii"
237,"Acipenser baerii"
237,"Aloe ferox"
237,"Acipenser baerii"
237,"Aquilaria crassna"
237,"Brassavola hybrid"
237,"Crocodylus niloticus"
237,"Balaenoptera borealis"
237,"Dalbergia latifolia"
237,"Guibourtia demeusei"
237,"Loxodonta africana"
237,"Strombus gigas"
237,"Cattleya crispata"
237,"Caiman crocodilus fuscus"
237,"Cyathea"
237,"Scleractinia"
237,"Heliopora"
237,"Pericopsis elata"
237,"Cedrela odorata"
237,"Guaiacum sanctum"
237,"Swietenia macrophylla"
237,"Swietenia humilis"
237,"Swietenia mahagoni"
237,"Araucaria araucana"
237,"Fitzroya cupressoides"
237,"Dalbergia nigra"
237,"Prunus africana"
237,"Gonystylus"
237,"Alligator mississippiensis"
237,"Alligator mississippiensis"
237,"Papio anubis"
239,"Pterocarpus officinalis"
240,"Balaena"
240,"Discocactus"
240,"Eubalaena"
240,"Ovis ammon"
240,"Turbinicarpus"
240,"Uebelmannia"
243,"Teratoscincus scincus"
243,"Guarea longipetiola"
243,"Entandrophragma cylindricum"
243,"Hippopus hippopus"
249,"Antilocapra americana"
260,"Gypaetus barbatus"
260,"Macrochelys temminckii"
260,"Alligator sinensis"
272,"Equus przewalskii"
272,"Equus ferus przewalskii"
283,"Cyathea firma"
283,"Cyathea dregei"
283,"Cyathea salvinii"
300,"Psittacara holochlorus"
304,"Galanthus woronowii"
307,"Caiman crocodilus fuscus"
307,"Fitzroya cupressoides"
307,"Gonystylus bancanus"
307,"Guaiacum officinale"
307,"Guaiacum nigrum"
307,"Dalbergia nigra"
307,"Pericopsis elata"
323,"Acipenser baerii"
323,"Acipenser naccarii"
361,"Allopathes denhartogi"
361,"Tubipora musica"
380,"Moschus chrysogaster"
380,"Moschus fuscus"
385,"Prionace glauca"
394,"Agapornis fischeri"
394,"Falco peregrinus"
394,"Pelegrinoides"
394,"Strix woodfordii"
394,"Pyrruha lepida"
394,"Turbinicarpus gielsdorfianus"
402,"Pan troglodytes"
402,"Ovis punjabiensis"
402,"Pantholops hodgsonii"
402,"Panthera pardus"
402,"Pandion haliaetus"
428,"Cyclemys dentata"
436,"Aloe spicata"
436,"Aloe tauri"
436,"Plecturocebus cupreus"
436,"Plecturocebus toppini"
437,"Mobula japanica"
437,"Mobula mobular"
437,"Phrynosoma cerroense"
437,"Phrynosoma wigginsi"
438,"Turnix melanogaster"
447,"Arctocephalus townsendi"
449,"Beaucarnea hookeri"
449,"Beaucarnea glassiana"
450,"Aloe rugosquamosa"
450,"Aloe compressa"
450,"Aloe compressa var. rugosquamosa"
