LAW_NUM,RANK_NAME,REC_ID,LISTING,EFFECTIVE_FROM,PARTY_ISO2,IS_CURRENT,HASH_NOTE,POPULATIONS_ISO2,EXCLUDEDpopulations_ISO,IS_INCLUSION,INCLUDED_IN,RANK,EXCLUDED_REC_IDS,FULL_NOTE_EN
140,SPECIES,34742,D,15/12/2012,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
139,SPECIES,34742,D,14/02/2012,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
138,SPECIES,34742,D,15/08/2010,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
90,SPECIES,23350,DELD,20/05/2004,,0,,,,0,,,,
82,SPECIES,23350,D,30/08/2003,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
29,SPECIES,23350,D,18/12/2000,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
8,SPECIES,23350,D,01/06/1997,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
83,SPECIES,23350,D,01/06/1997,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
140,SPECIES,92,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,92,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,92,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,92,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,92,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,92,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,92,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,92,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,92,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,104,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,104,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,104,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,104,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,104,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,104,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,104,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,104,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,104,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,119,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,119,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,119,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,119,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,119,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,119,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,119,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,119,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,119,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,139,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,139,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,139,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,139,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,139,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,139,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,139,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,139,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,139,A,01/06/1997,,0,,,,0,,,,
140,GENUS,32,B,15/12/2012,,0,,,,0,,,,Except for the species included in Annex A.
139,GENUS,32,B,14/02/2012,,0,,,,0,,,,Except for the species included in Annex A.
138,GENUS,32,B,15/08/2010,,0,,,,0,,,,Except for the species included in Annex A.
137,GENUS,32,B,22/05/2009,,0,,,,0,,,,Except for the species included in Annex A.
100,GENUS,32,B,11/04/2008,,0,,,,0,,,,Except for the species included in Annex A.
98,GENUS,32,B,22/08/2005,,0,,,,0,,,,Except for the species included in Annex A.
82,GENUS,32,B,30/08/2003,,0,,,,0,,,,Except for the species included in Annex A.
29,GENUS,32,B,18/12/2000,,0,,,,0,,,,Except for the species included in Annex A.
8,GENUS,32,B,01/06/1997,,0,,,,0,,,,Except for the species included in Annex A.
140,SPECIES,150,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,150,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,150,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,150,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,150,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,150,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,150,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,150,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,150,A,01/06/1997,,0,,,,0,,,,
140,GENUS,33,B,15/12/2012,,0,,,,0,,,,
139,GENUS,33,B,14/02/2012,,0,,,,0,,,,
138,GENUS,33,B,15/08/2010,,0,,,,0,,,,
137,GENUS,33,B,22/05/2009,,0,,,,0,,,,
100,GENUS,33,B,11/04/2008,,0,,,,0,,,,
98,GENUS,33,B,22/08/2005,,0,,,,0,,,,
82,GENUS,33,B,30/08/2003,,0,,,,0,,,,
29,GENUS,33,B,18/12/2000,,0,,,,0,,,,
8,GENUS,33,B,01/06/1997,,0,,,,0,,,,
140,GENUS,37,A,15/12/2012,,0,,,,0,,,,
139,GENUS,37,A,14/02/2012,,0,,,,0,,,,
138,GENUS,37,A,15/08/2010,,0,,,,0,,,,
137,GENUS,37,A,22/05/2009,,0,,,,0,,,,
100,GENUS,37,A,11/04/2008,,0,,,,0,,,,
98,GENUS,37,A,22/08/2005,,0,,,,0,,,,
82,GENUS,37,A,30/08/2003,,0,,,,0,,,,
29,GENUS,37,A,18/12/2000,,0,,,,0,,,,
8,GENUS,37,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,219,A,15/12/2012,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
139,SPECIES,219,A,14/02/2012,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
138,SPECIES,219,A,15/08/2010,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
137,SPECIES,219,A,22/05/2009,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
100,SPECIES,219,A,11/04/2008,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
98,SPECIES,219,A,22/08/2005,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
82,SPECIES,219,A,30/08/2003,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
29,SPECIES,219,A,18/12/2000,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
8,SPECIES,219,A,01/06/1997,,0,,,,0,,,,"Annual export quotas for live specimens and hunting trophies are granted as follows: Botswana (5), Namibia (150), Zimbabwe (50). The trade in such specimens is subject to the provisions of Article 4.1 of the Regulation."
140,SPECIES,222,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,222,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,222,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,222,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,222,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,222,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,222,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,222,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,222,A,01/06/1997,,0,,,,0,,,,
99,SPECIES,226,B,27/11/1997,,0,,,,1,2,ORDER,,
8,SPECIES,226,B,01/06/1997,,0,,,,0,,,,
140,SPECIES,230,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,230,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,230,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,230,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,230,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,230,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,230,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,230,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,230,A,01/06/1997,,0,,,,0,,,,
140,ORDER,2,B,15/12/2012,,0,,,,0,,,,
139,ORDER,2,B,14/02/2012,,0,,,,0,,,,
138,ORDER,2,B,15/08/2010,,0,,,,0,,,,
137,ORDER,2,B,22/05/2009,,0,,,,0,,,,
100,ORDER,2,B,11/04/2008,,0,,,,0,,,,
98,ORDER,2,B,22/08/2005,,0,,,,0,,,,
82,ORDER,2,B,30/08/2003,,0,,,,0,,,,
29,ORDER,2,B,18/12/2000,,0,,,,0,,,,
99,ORDER,2,B,27/11/1997,,0,,,,0,,,,
140,Genus,48,A,15/12/2012,,0,,,,0,,,,
139,Genus,48,A,14/02/2012,,0,,,,0,,,,
138,Genus,48,A,15/08/2010,,0,,,,0,,,,
137,Genus,48,A,22/05/2009,,0,,,,0,,,,
100,Genus,48,A,11/04/2008,,0,,,,0,,,,
98,Genus,48,A,22/08/2005,,0,,,,0,,,,
82,Genus,48,A,30/08/2003,,0,,,,0,,,,
29,Genus,48,A,18/12/2000,,0,,,,0,,,,
8,Genus,48,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,2678,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,2678,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,2678,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,2678,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,2678,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,2678,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,2678,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,2678,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,2678,A,01/06/1997,,0,,,,0,,,,
90,SPECIES,23353,DELD,20/05/2004,,0,,,,0,,,,
82,SPECIES,23353,D,30/08/2003,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
29,SPECIES,23353,D,18/12/2000,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
8,SPECIES,23353,D,01/06/1997,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
83,SPECIES,23353,D,01/06/1997,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
98,SPECIES,23352,DELD,22/08/2005,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
82,SPECIES,23352,D,30/08/2003,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
29,SPECIES,23352,D,18/12/2000,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
8,SPECIES,23352,D,01/06/1997,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
83,SPECIES,23352,D,01/06/1997,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
140,SPECIES,512,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,512,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,512,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,512,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,512,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,512,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,512,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,512,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,512,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,536,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,536,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,536,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,536,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,536,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,536,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,536,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,536,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,536,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,544,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,544,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,544,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,544,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,544,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,544,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,544,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,544,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,544,A,01/06/1997,,0,,,,0,,,,
140,GENUS,5232,B,15/12/2012,,0,,,,0,,,,
139,GENUS,5232,B,14/02/2012,,0,,,,0,,,,
138,GENUS,5232,B,15/08/2010,,0,,,,0,,,,
98,SPECIES,666,DELB,22/08/2005,,0,,,,0,,,,
100,SPECIES,681,DELB,11/04/2008,,0,,,,0,,,,
98,SPECIES,681,B,22/08/2005,,0,,,,0,,,,
82,SPECIES,681,B,30/08/2003,,0,,,,0,,,,
29,SPECIES,681,B,18/12/2000,,0,,,,0,,,,
8,SPECIES,681,B,01/06/1997,,0,,,,0,,,,
82,SPECIES,682,DELC,30/08/2003,HN,0,,,,0,,,,
29,SPECIES,682,C,18/12/2000,HN,0,,,,0,,,,
8,SPECIES,682,C,01/06/1997,HN,0,,,,0,,,,
140,SUBSPECIES,105251,C,15/12/2012,BO,0,,,,0,,,,
139,SUBSPECIES,105251,C,14/02/2012,BO,0,,,,0,,,,
90,SPECIES,23354,DELD,20/05/2004,,0,,,,0,,,,
82,SPECIES,23354,D,30/08/2003,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
29,SPECIES,23354,D,18/12/2000,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
8,SPECIES,23354,D,01/06/1997,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
83,SPECIES,23354,D,01/06/1997,,0,,,,0,,,,"Applies only to live specimens; whole or substantially whole, dead specimens; and whole or substantially whole skins, raw or tanned"
140,SPECIES,712,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,712,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,712,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,712,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,712,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,712,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,712,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,712,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,712,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,714,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,714,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,714,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,714,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,714,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,714,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,714,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,714,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,714,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,867,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,867,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,867,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,867,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,867,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,867,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,867,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,867,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,867,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,23430,B,15/12/2012,,0,,,,0,,,,
139,SPECIES,23430,B,14/02/2012,,0,,,,0,,,,
138,SPECIES,23430,B,15/08/2010,,0,,,,0,,,,
137,SPECIES,23430,B,22/05/2009,,0,,,,0,,,,
100,SPECIES,23430,B,11/04/2008,,0,,,,0,,,,
98,SPECIES,23430,B,22/08/2005,,0,,,,0,,,,
82,SPECIES,23430,B,30/08/2003,,0,,,,0,,,,
29,SPECIES,23430,B,18/12/2000,,0,,,,0,,,,
8,SPECIES,23430,B,01/06/1997,,0,,,,0,,,,
140,SPECIES,23447,B,15/12/2012,,0,,,,0,,,,
139,SPECIES,23447,B,14/02/2012,,0,,,,0,,,,
138,SPECIES,23447,B,15/08/2010,,0,,,,0,,,,
137,SPECIES,23447,B,22/05/2009,,0,,,,0,,,,
100,SPECIES,23447,B,11/04/2008,,0,,,,0,,,,
98,SPECIES,23447,B,22/08/2005,,0,,,,0,,,,
82,SPECIES,23447,B,30/08/2003,,0,,,,0,,,,
29,SPECIES,23447,B,18/12/2000,,0,,,,0,,,,
8,SPECIES,23447,B,01/06/1997,,0,,,,0,,,,
100,SPECIES,901,DELC,11/04/2008,GH,0,,,,0,,,,
98,SPECIES,901,C,22/08/2005,GH,0,,,,0,,,,
82,SPECIES,901,C,30/08/2003,GH,0,,,,0,,,,
29,SPECIES,901,C,18/12/2000,GH,0,,,,0,,,,
8,SPECIES,901,C,01/06/1997,GH,0,,,,0,,,,
140,SPECIES,911,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,911,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,911,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,911,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,911,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,911,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,911,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,911,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,911,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,913,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,913,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,913,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,913,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,913,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,913,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,913,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,913,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,913,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,914,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,914,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,914,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,914,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,914,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,914,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,914,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,914,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,914,A,01/06/1997,,0,,,,0,,,,
140,GENUS,5196,A,15/12/2012,,0,,,,0,,,,
139,GENUS,5196,A,14/02/2012,,0,,,,0,,,,
138,GENUS,5196,A,15/08/2010,,0,,,,0,,,,
137,GENUS,5196,A,22/05/2009,,0,,,,0,,,,
100,GENUS,5196,A,11/04/2008,,0,,,,0,,,,
98,GENUS,5196,A,22/08/2005,,0,,,,0,,,,
82,GENUS,5196,A,30/08/2003,,0,,,,0,,,,
29,GENUS,5196,A,18/12/2000,,0,,,,0,,,,
8,GENUS,5196,A,01/06/1997,,0,,,,0,,,,
100,SPECIES,981,DELC,11/04/2008,GH,0,,,,0,,,,
98,SPECIES,981,C,22/08/2005,GH,0,,,,0,,,,
82,SPECIES,981,C,30/08/2003,GH,0,,,,0,,,,
29,SPECIES,981,C,18/12/2000,GH,0,,,,0,,,,
8,SPECIES,981,C,01/06/1997,GH,0,,,,0,,,,
140,SPECIES,31706,D,15/12/2012,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
139,SPECIES,31706,D,14/02/2012,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
138,SPECIES,31706,D,15/08/2010,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
137,SPECIES,31706,D,22/05/2009,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
100,SPECIES,31706,D,11/04/2008,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
98,SPECIES,31706,D,22/08/2005,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
82,SPECIES,31706,D,30/08/2003,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
140,SPECIES,982,B,15/12/2012,,0,,,,0,,,,
139,SPECIES,982,B,14/02/2012,,0,,,,0,,,,
138,SPECIES,982,B,15/08/2010,,0,,,,0,,,,
137,SPECIES,982,B,22/05/2009,,0,,,,0,,,,
100,SPECIES,982,B,11/04/2008,,0,,,,0,,,,
98,SPECIES,982,B,22/08/2005,,0,,,,0,,,,
82,SPECIES,982,B,30/08/2003,,0,,,,0,,,,
29,SPECIES,982,B,18/12/2000,,0,,,,0,,,,
99,SPECIES,982,B,27/11/1997,,0,,,,0,,,,
83,SPECIES,982,D,01/06/1997,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
83,SPECIES,982,D,01/06/1997,,0,,,,0,,,,"Applies to live specimens and whole, or substantially whole, dead specimens only."
100,SPECIES,983,DELC,11/04/2008,GH,0,,,,0,,,,
98,SPECIES,983,C,22/08/2005,GH,0,,,,0,,,,
82,SPECIES,983,C,30/08/2003,GH,0,,,,0,,,,
29,SPECIES,983,C,18/12/2000,GH,0,,,,0,,,,
8,SPECIES,983,C,01/06/1997,GH,0,,,,0,,,,
140,SPECIES,1045,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1045,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1045,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1045,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1045,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1045,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1045,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,1045,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,1045,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,1046,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1046,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1046,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1046,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1046,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1046,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1046,A,30/08/2003,,0,,,,0,,,,
140,SPECIES,1048,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1048,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1048,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1048,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1048,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1048,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1048,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,1048,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,1048,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,1049,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1049,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1049,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1049,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1049,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1049,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1049,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,1049,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,1049,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,1054,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1054,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1054,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1054,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1054,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1054,A,22/08/2005,,0,,,,0,,,,
140,SPECIES,1055,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1055,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1055,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1055,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1055,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1055,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1055,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,1055,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,1055,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,1056,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1056,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1056,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1056,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1056,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1056,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1056,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,1056,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,1056,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,1058,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1058,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1058,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1058,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1058,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1058,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1058,A,30/08/2003,,0,,,,0,,,,
29,SPECIES,1058,A,18/12/2000,,0,,,,0,,,,
8,SPECIES,1058,A,01/06/1997,,0,,,,0,,,,
140,SPECIES,1061,A,15/12/2012,,0,,,,0,,,,
139,SPECIES,1061,A,14/02/2012,,0,,,,0,,,,
138,SPECIES,1061,A,15/08/2010,,0,,,,0,,,,
137,SPECIES,1061,A,22/05/2009,,0,,,,0,,,,
100,SPECIES,1061,A,11/04/2008,,0,,,,0,,,,
98,SPECIES,1061,A,22/08/2005,,0,,,,0,,,,
82,SPECIES,1061,A,30/08/2003,,0,,,,0,,,,
140,SPECIES,1062,A,15/12/2012,,0,,,,0,,,,
