SpcRecID,ClaName,OrdName,FamName,GenName,SpcName,LegListing,LegDateListed,CtyRecID,LegNotes
4259,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,elaphus,III,2008-02-12 00:00:00,3,NULL
29740,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,elaphus,II,1975-07-01 00:00:00,NULL,Subspecies bactrianus only
4258,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,elaphus,II,1975-07-01 00:00:00,NULL,NULL
4259,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,elaphus,III/r,1977-10-24 00:00:00,57,NULL
29740,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,elaphus,III,1976-04-22 00:00:00,213,Subspecies barbarus only
29740,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,elaphus,III,2008-02-12 00:00:00,3,Subspecies barbarus only
29740,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,elaphus,I,1975-07-01 00:00:00,NULL,Subspecies hanglu only
29741,MAMMALIA,ARTIODACTYLA,CERVIDAE,Dama,dama,I,1977-02-04 00:00:00,NULL,Subspecies mesopotamica only
6231,MAMMALIA,ARTIODACTYLA,CERVIDAE,Dama,dama,I,1977-02-04 00:00:00,NULL,NULL
10053,MAMMALIA,ARTIODACTYLA,CERVIDAE,Hippocamelus,antisensis,I,1975-07-01 00:00:00,NULL,NULL
10054,MAMMALIA,ARTIODACTYLA,CERVIDAE,Hippocamelus,bisulcus,I,1975-07-01 00:00:00,NULL,NULL
101204,MAMMALIA,ARTIODACTYLA,CERVIDAE,Mazama,temama,III,1981-04-23 00:00:00,89,Subspecies cerasina only
12912,MAMMALIA,ARTIODACTYLA,CERVIDAE,Mazama,temama,III,1981-04-23 00:00:00,89,Subspecies cerasina only
13924,MAMMALIA,ARTIODACTYLA,CERVIDAE,Muntiacus,crinifrons,I/w,1989-01-06 00:00:00,14,NULL
13924,MAMMALIA,ARTIODACTYLA,CERVIDAE,Muntiacus,crinifrons,I,1985-08-01 00:00:00,NULL,NULL
13924,MAMMALIA,ARTIODACTYLA,CERVIDAE,Muntiacus,crinifrons,I/r,1985-08-01 00:00:00,14,NULL
12992,MAMMALIA,ARTIODACTYLA,CERVIDAE,Muntiacus,vuquanghensis,I,1995-02-16 00:00:00,NULL,NULL
30202,MAMMALIA,ARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,III,1981-04-23 00:00:00,89,Subspecies _"mayensis"_ only
15112,MAMMALIA,ARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,III,1981-04-23 00:00:00,89,NULL
15803,MAMMALIA,ARTIODACTYLA,CERVIDAE,Ozotoceros,bezoarticus,I,1975-07-01 00:00:00,NULL,NULL
18847,MAMMALIA,ARTIODACTYLA,CERVIDAE,Pudu,mephistophiles,II,1975-07-01 00:00:00,NULL,NULL
18848,MAMMALIA,ARTIODACTYLA,CERVIDAE,Pudu,puda,I,1975-07-01 00:00:00,NULL,NULL
4257,MAMMALIA,ARTIODACTYLA,CERVIDAE,Rucervus,duvaucelii,I,1975-07-01 00:00:00,NULL,NULL
4265,MAMMALIA,ARTIODACTYLA,CERVIDAE,Rucervus,eldii,I,1975-07-01 00:00:00,NULL,NULL
10032,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Hexaprotodon,liberiensis,II,1975-07-01 00:00:00,NULL,NULL
10103,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus,amphibius,III/w,1984-01-01 00:00:00,57,NULL
10103,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus,amphibius,III,1976-02-26 00:00:00,82,NULL
10103,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus,amphibius,II,1995-02-16 00:00:00,NULL,NULL
10103,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus,amphibius,III/r,1977-10-24 00:00:00,57,NULL
74591,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,anhuiensis,II,1979-06-28 00:00:00,NULL,NULL
13894,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,berezovskii,II,1979-06-28 00:00:00,NULL,NULL
13895,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,chrysogaster,I,1979-06-28 00:00:00,NULL,"Popns of BT, IN, NP"
13895,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,chrysogaster,II,1979-06-28 00:00:00,NULL,All popns except those listed on I
87090,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,cupreus,I,1979-06-28 00:00:00,NULL,NULL
13896,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,fuscus,II,1979-06-28 00:00:00,NULL,All popns except those listed on App. I
13896,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,fuscus,I,1979-06-28 00:00:00,NULL,"Popns of BT, MM"
13901,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,leucogaster,I,1979-06-28 00:00:00,NULL,NULL
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,II,1983-07-29 00:00:00,NULL,Included with Moschus spp.
13898,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,I,1975-07-01 00:00:00,NULL,NULL
13898,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,I,1979-02-16 00:00:00,NULL,Listed as Himalayan popn of M. moschiferus
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,I/w,1989-04-01 00:00:00,107,NULL
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,I,1979-02-16 00:00:00,NULL,Himalayan popn
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,II,1979-02-16 00:00:00,NULL,Except Himalayan population; included with Moschus spp.
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,II/w,1989-04-01 00:00:00,107,NULL
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,I/r,1980-11-04 00:00:00,107,NULL
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,I/r,1979-02-16 00:00:00,57,NULL
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,I/w,1980-01-01 00:00:00,57,NULL
13897,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,moschiferus,II/r,1983-07-29 00:00:00,107,NULL
2461,MAMMALIA,ARTIODACTYLA,SUIDAE,Babyrousa,babyrussa,I,1975-07-01 00:00:00,NULL,NULL
101195,MAMMALIA,ARTIODACTYLA,SUIDAE,Babyrousa,bolabatuensis,I,1975-07-01 00:00:00,NULL,NULL
101196,MAMMALIA,ARTIODACTYLA,SUIDAE,Babyrousa,celebensis,I,1975-07-01 00:00:00,NULL,NULL
101197,MAMMALIA,ARTIODACTYLA,SUIDAE,Babyrousa,togeanensis,I,1975-07-01 00:00:00,NULL,NULL
21172,MAMMALIA,ARTIODACTYLA,SUIDAE,Sus,salvanius,I,1975-07-01 00:00:00,NULL,NULL
4015,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Catagonus,wagneri,I,1987-10-22 00:00:00,NULL,NULL
4015,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Catagonus,wagneri,I/r,1987-10-22 00:00:00,203,NULL
4015,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Catagonus,wagneri,I/r,1987-10-22 00:00:00,122,NULL
16457,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Pecari,tajacu,II,1987-10-22 00:00:00,NULL,Included with Tayassuidae spp.; popn of US excluded from listing
16457,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Pecari,tajacu,II,1997-09-18 00:00:00,NULL,MX popn deleted
16457,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Pecari,tajacu,III,1981-04-23 00:00:00,89,NULL
21552,MAMMALIA,ARTIODACTYLA,TAYASSUIDAE,Tayassu,pecari,II,1987-10-22 00:00:00,NULL,NULL
10341,MAMMALIA,ARTIODACTYLA,TRAGULIDAE,Hyemoschus,aquaticus,Deleted,2007-03-04 00:00:00,82,NULL
10341,MAMMALIA,ARTIODACTYLA,TRAGULIDAE,Hyemoschus,aquaticus,III/r,1977-10-24 00:00:00,57,NULL
10341,MAMMALIA,ARTIODACTYLA,TRAGULIDAE,Hyemoschus,aquaticus,III/w,1984-01-01 00:00:00,57,NULL
10341,MAMMALIA,ARTIODACTYLA,TRAGULIDAE,Hyemoschus,aquaticus,III,1976-02-26 00:00:00,82,NULL
714,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,fulgens,I,1995-02-16 00:00:00,NULL,NULL
714,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,fulgens,II,1975-07-01 00:00:00,NULL,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-03-16 00:00:00,81,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1990-01-18 00:00:00,57,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III,1989-03-16 00:00:00,99,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-03-21 00:00:00,203,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-05-17 00:00:00,221,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1990-04-23 00:00:00,81,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-03-16 00:00:00,57,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1990-03-01 00:00:00,105,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-05-24 00:00:00,196,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1990-10-23 00:00:00,196,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1990-04-18 00:00:00,124,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1990-05-25 00:00:00,221,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-03-16 00:00:00,105,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-07-28 00:00:00,170,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-03-21 00:00:00,122,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-03-30 00:00:00,124,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1990-08-03 00:00:00,170,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/r,1989-06-29 00:00:00,149,NULL
3744,MAMMALIA,CARNIVORA,CANIDAE,Canis,aureus,III/w,1991-01-11 00:00:00,149,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II/w,1995-04-26 00:00:00,241,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1979-06-28 00:00:00,NULL,"All popns, except those listed on I"
3752,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,I,1979-06-28 00:00:00,NULL,Populations of India and Pakistan
3752,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1975-07-01 00:00:00,NULL,NULL
3752,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1977-02-04 00:00:00,NULL,Included with C. lupus
3750,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II/r,1975-07-09 00:00:00,38,NULL
3751,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1977-02-04 00:00:00,NULL,Included with C. lupus
3751,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,I,1975-07-01 00:00:00,NULL,NULL
3750,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II/w,1977-04-15 00:00:00,38,NULL
3750,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1975-07-01 00:00:00,NULL,NULL
3750,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1977-02-04 00:00:00,NULL,Included with C. lupus
3749,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1975-07-01 00:00:00,NULL,NULL
3749,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1977-02-04 00:00:00,NULL,Included with C. lupus
3749,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II/r,1975-07-09 00:00:00,38,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,1977-02-04 00:00:00,NULL,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II,2010-06-23 00:00:00,NULL,All populations except those listed in Appendix I. Excludes the domesticated form and the dingo which are referenced as _Canis lupus familiaris_ and _Canis lupus dingo_
3749,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II/w,1977-04-15 00:00:00,38,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,I/r,2000-10-02 00:00:00,239,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II/r,2000-10-02 00:00:00,239,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,I,1979-06-28 00:00:00,NULL,"Popns of BT, IN, NP, PK"
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,I/r,1979-06-28 00:00:00,203,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,II/r,1977-02-04 00:00:00,241,NULL
3746,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,I,2010-06-23 00:00:00,NULL,"Only the populations of Bhutan, India, Nepal and Pakistan. Excludes the domesticated form and the dingo which are referenced as _Canis lupus familiaris_ and _Canis lupus dingo_."
4248,MAMMALIA,CARNIVORA,CANIDAE,Cerdocyon,thous,II,1992-06-11 00:00:00,NULL,NULL
4819,MAMMALIA,CARNIVORA,CANIDAE,Chrysocyon,brachyurus,II,1975-07-01 00:00:00,NULL,NULL
5953,MAMMALIA,CARNIVORA,CANIDAE,Cuon,alpinus,II,1975-07-01 00:00:00,NULL,NULL
18439,MAMMALIA,CARNIVORA,CANIDAE,Lycalopex,culpaeus,II,1979-06-28 00:00:00,NULL,Originally listed as Dusicyon culpaeus
28567,MAMMALIA,CARNIVORA,CANIDAE,Lycalopex,fulvipes,II,1979-06-28 00:00:00,NULL,NULL
18440,MAMMALIA,CARNIVORA,CANIDAE,Lycalopex,griseus,II,1979-06-28 00:00:00,NULL,Originally listed as Dusicyon griseus
18441,MAMMALIA,CARNIVORA,CANIDAE,Lycalopex,gymnocercus,II,1987-10-22 00:00:00,NULL,NULL
20468,MAMMALIA,CARNIVORA,CANIDAE,Speothos,venaticus,I,1977-02-04 00:00:00,NULL,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-03-16 00:00:00,57,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III,1989-03-16 00:00:00,99,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-07-26 00:00:00,38,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1990-10-23 00:00:00,196,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-03-16 00:00:00,81,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1990-04-23 00:00:00,81,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-03-16 00:00:00,105,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1990-01-18 00:00:00,57,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-05-24 00:00:00,196,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1990-04-18 00:00:00,124,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-05-17 00:00:00,221,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1990-05-25 00:00:00,221,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-07-28 00:00:00,170,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1990-03-01 00:00:00,105,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-03-30 00:00:00,124,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1990-08-03 00:00:00,170,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/r,1989-06-29 00:00:00,149,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1991-01-11 00:00:00,149,NULL
23049,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,bengalensis,III/w,1992-07-29 00:00:00,38,NULL
23050,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,cana,II,1977-02-04 00:00:00,NULL,NULL
23054,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,velox,Deleted,1983-07-29 00:00:00,NULL,NULL
23054,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,velox,I,1975-07-01 00:00:00,NULL,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2011-01-14 00:00:00,131,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-30 00:00:00,124,NULL
23062,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III,1989-03-16 00:00:00,99,"Subspecies _griffithii_, _montana_ and _pusilla_ only"
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-11-08 00:00:00,57,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-02-02 00:00:00,14,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III,1989-03-16 00:00:00,99,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2011-11-19 00:00:00,117,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2002-10-31 00:00:00,103,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-11-15 00:00:00,72,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,105,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-10-02 00:00:00,239,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-08-05 00:00:00,55,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-05-26 00:00:00,190,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/w,1992-07-29 00:00:00,38,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2001-05-25 00:00:00,84,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1997-06-06 00:00:00,202,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,57,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2001-01-19 00:00:00,21,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-07-26 00:00:00,38,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1990-02-22 00:00:00,73,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-21 00:00:00,203,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,81,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-30 00:00:00,124,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/w,1990-01-18 00:00:00,57,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-05-24 00:00:00,196,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2011-01-14 00:00:00,131,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-05-17 00:00:00,221,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-21 00:00:00,122,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-11-08 00:00:00,57,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-06-29 00:00:00,149,NULL
23057,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-07-28 00:00:00,170,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-02-02 00:00:00,14,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III,1989-03-16 00:00:00,99,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2011-11-19 00:00:00,117,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2002-10-31 00:00:00,103,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-11-15 00:00:00,72,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,105,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-10-02 00:00:00,239,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-08-05 00:00:00,55,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-05-26 00:00:00,190,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/w,1992-07-29 00:00:00,38,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2001-05-25 00:00:00,84,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1997-06-06 00:00:00,202,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,57,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2001-01-19 00:00:00,21,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-07-26 00:00:00,38,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1990-02-22 00:00:00,73,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-21 00:00:00,203,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,81,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-30 00:00:00,124,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/w,1990-01-18 00:00:00,57,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-05-24 00:00:00,196,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2011-01-14 00:00:00,131,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-05-17 00:00:00,221,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-21 00:00:00,122,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-11-08 00:00:00,57,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-06-29 00:00:00,149,NULL
23056,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-07-28 00:00:00,170,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-02-02 00:00:00,14,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III,1989-03-16 00:00:00,99,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2011-11-19 00:00:00,117,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2002-10-31 00:00:00,103,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-11-15 00:00:00,72,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,105,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2000-10-02 00:00:00,239,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-08-05 00:00:00,55,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2004-05-26 00:00:00,190,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-07-26 00:00:00,38,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2001-05-25 00:00:00,84,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1997-06-06 00:00:00,202,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-21 00:00:00,203,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,81,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,2001-01-19 00:00:00,21,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/w,1990-01-18 00:00:00,57,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-05-24 00:00:00,196,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/w,1992-07-29 00:00:00,38,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-05-17 00:00:00,221,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-21 00:00:00,122,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-03-16 00:00:00,57,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-06-29 00:00:00,149,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1989-07-28 00:00:00,170,NULL
23055,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,III/r,1990-02-22 00:00:00,73,NULL
23058,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,zerda,II/r,1985-08-01 00:00:00,14,NULL
